Name,Value,Timestamp,Step
"best_cv_accuracy",0.9163011695906432,1750762650610,1
"test_accuracy",0.9444444444444444,1750762650610,1
"test_precision",0.9444444444444444,1750762650610,1
"test_recall",0.9444444444444444,1750762650610,1
"test_f1_score",0.9444444444444444,1750762650610,1
